OTU	Test-Statistic	P	FDR_P	Bonferroni_P	2_willreturn_mean	2_wontreturn_mean
Prevotellaceae Prevotella amnii	-1.71652062264	0.0919080919081	1.0	1.0	0.489361702128	2.36666666667
Enterococcaceae Enterococcus sp	-1.72952875009	0.101898101898	1.0	1.0	0.127659574468	0.6
Microbacteriaceae Pseudoclavibacter sp	1.59511578925	0.101898101898	1.0	1.0	0.340425531915	0.0
Xanthomonadaceae Luteimonas sp	1.68724357763	0.112887112887	1.0	1.0	0.234042553191	0.0
Brevibacteriaceae Brevibacterium sp	1.54152612543	0.128871128871	1.0	1.0	1.44680851064	0.133333333333
Peptostreptococcaceae Peptostreptococcus stomatis	-1.53522532826	0.132867132867	1.0	1.0	0.63829787234	1.73333333333
Veillonellaceae Veillonella dispar	-1.74472859204	0.141858141858	1.0	1.0	0.0	0.633333333333
Corynebacteriaceae Corynebacterium jeikeium	1.52677721999	0.142857142857	1.0	1.0	2.40425531915	0.233333333333
Moraxellaceae Moraxella osloensis	-1.61391975475	0.142857142857	1.0	1.0	0.0212765957447	0.166666666667
Peptoniphilaceae Anaerococcus hydrogenalis	-1.78884713238	0.144855144855	1.0	1.0	0.0	0.233333333333
Flavobacteriaceae Chryseobacterium sp	-1.60596109225	0.144855144855	1.0	1.0	0.0	0.133333333333
Veillonellaceae Megasphaera sp	-1.32526045662	0.145854145854	1.0	1.0	0.148936170213	2.06666666667
Corynebacteriaceae Corynebacterium tuscaniense	1.42423890995	0.150849150849	1.0	1.0	2.17021276596	0.0333333333333
Corynebacteriaceae Corynebacterium genitalium	1.2793633623	0.15984015984	1.0	1.0	2.8085106383	0.0333333333333
Peptoniphilaceae Peptoniphilus duerdenii	1.27463890764	0.178821178821	1.0	1.0	1.0	0.1
Fusobacteriaceae Fusobacterium sp	-1.25788466648	0.183816183816	1.0	1.0	0.063829787234	3.03333333333
Prevotellaceae Prevotella bergensis	1.28472209929	0.195804195804	1.0	1.0	0.297872340426	0.0
Aerococcaceae Aerococcus sp	-1.3443090072	0.197802197802	1.0	1.0	0.170212765957	0.666666666667
Actinomycetaceae Actinomyces neuii	-1.22571181411	0.208791208791	1.0	1.0	0.0425531914894	0.166666666667
Pasteurellaceae Haemophilus parainfluenzae	-1.24635213584	0.213786213786	1.0	1.0	0.0851063829787	0.566666666667
Succinivibrionaceae Succinivibrio sp	-1.30353361182	0.235764235764	1.0	1.0	0.0212765957447	0.233333333333
Clostridiaceae_1 Clostridium sp	1.26647959313	0.237762237762	1.0	1.0	1.27659574468	0.0
Peptoniphilaceae Peptoniphilus massiliensis	1.27218886171	0.243756243756	1.0	1.0	1.87234042553	0.466666666667
Porphyromonadaceae Porphyromonas sp	1.10600929373	0.251748251748	1.0	1.0	0.978723404255	0.333333333333
Corynebacteriaceae Corynebacterium aurimucosum	1.16319368324	0.265734265734	1.0	1.0	6.3829787234	0.566666666667
Prevotellaceae Prevotella colorans	1.2242885145	0.268731268731	1.0	1.0	1.76595744681	0.6
Brevibacteriaceae Brevibacterium paucivorans	1.16986475273	0.271728271728	1.0	1.0	0.31914893617	0.0
Peptostreptococcaceae Peptostreptococcus anaerobius	-1.1554697939	0.277722277722	1.0	1.0	2.76595744681	5.16666666667
Ruminococcaceae gen sp	1.15980396986	0.281718281718	1.0	1.0	0.468085106383	0.0
Prevotellaceae Prevotella brunnea	1.05922945902	0.286713286713	1.0	1.0	0.234042553191	0.0666666666667
Alcaligenaceae Oligella urethralis	1.21852192927	0.295704295704	1.0	1.0	0.106382978723	0.0
Ruminococcaceae Saccharofermentans sp	-1.25642103611	0.303696303696	1.0	1.0	0.0	0.0333333333333
Campylobacteraceae Campylobacter ureolyticus	0.984817019477	0.304695304695	1.0	1.0	0.148936170213	0.0333333333333
Lachnospiraceae Roseburia inulinivorans	-1.25642103611	0.307692307692	1.0	1.0	0.0	0.0333333333333
Enterobacteriaceae Serratia sp	-1.25642103611	0.316683316683	1.0	1.0	0.0	0.0333333333333
Veillonellaceae Veillonella parvula	-1.25642103611	0.316683316683	1.0	1.0	0.0	0.1
Clostridiales_Incertae_Sedis_XIII Casaltella massiliensis	1.16026162543	0.317682317682	1.0	1.0	0.553191489362	0.0666666666667
Porphyromonadaceae Porphyromonas gingivalis	-1.25642103611	0.318681318681	1.0	1.0	0.0	0.8
Clostridiaceae_1 Clostridium colicanis	-1.25642103611	0.318681318681	1.0	1.0	0.0	0.0333333333333
Prevotellaceae Metaprevotella massiliensis	1.15517766672	0.323676323676	1.0	1.0	0.382978723404	0.0666666666667
Micrococcaceae Pseudoglutamicibacter cumminsii	1.09565566405	0.327672327672	1.0	1.0	0.446808510638	0.166666666667
Intrasporangiaceae Janibacter sp	0.992531267319	0.330669330669	1.0	1.0	1.02127659574	0.3
Leptotrichiaceae Sneathia sp	-1.25642103611	0.331668331668	1.0	1.0	0.0	0.0333333333333
Prevotellaceae Prevotella timonensis	1.03703304674	0.333666333666	1.0	1.0	17.914893617	5.66666666667
Spirochaetaceae Sphaerochaeta sp	-1.25642103611	0.336663336663	1.0	1.0	0.0	0.0666666666667
Corynebacteriaceae Corynebacterium sp	1.08282143995	0.342657342657	1.0	1.0	16.5531914894	3.9
Veillonellaceae gen sp	-1.25642103611	0.348651348651	1.0	1.0	0.0	0.0666666666667
Veillonellaceae Veillonella sp	-1.0240253556	0.355644355644	1.0	1.0	0.0212765957447	0.133333333333
Tissierellia_incertae_sedis Ezakiella sp	1.055834609	0.357642357642	1.0	1.0	1.55319148936	0.433333333333
Peptoniphilaceae Parvimonas micra	-1.25642103611	0.364635364635	1.0	1.0	0.0	0.366666666667
Peptoniphilaceae Clostridiales sp_KA00134	1.09449093734	0.368631368631	1.0	1.0	0.127659574468	0.0333333333333
Bifidobacteriaceae Bifidobacterium sp	1.04857743384	0.375624375624	1.0	1.0	1.3829787234	0.133333333333
Moraxellaceae Acinetobacter sp	-1.03353356361	0.377622377622	1.0	1.0	0.106382978723	0.2
Comamonadaceae Comamonas sp	-1.25642103611	0.37962037962	1.0	1.0	0.0	0.0333333333333
Peptoniphilaceae Peptoniphilus coxii	0.977980891494	0.381618381618	1.0	1.0	0.851063829787	0.366666666667
Dermabacteraceae Dermabacter hominis	1.24668368866	0.382617382617	1.0	1.0	0.765957446809	0.0
Prevotellaceae gen sp	-1.25642103611	0.384615384615	1.0	1.0	0.0	3.7
Porphyromonadaceae Porphyromonas bennonis	0.965262837622	0.393606393606	1.0	1.0	1.12765957447	0.433333333333
Prevotellaceae Prevotella sp_S7-1-8	1.0584972141	0.394605394605	1.0	1.0	0.914893617021	0.2
Porphyromonadaceae Porphyromonas asaccharolytica	0.952383744112	0.3996003996	1.0	1.0	0.872340425532	0.333333333333
Bacteroidaceae Bacteroides fragilis	-1.07448506994	0.3996003996	1.0	1.0	0.0212765957447	0.166666666667
Bifidobacteriaceae gen sp	-1.25642103611	0.402597402597	1.0	1.0	0.0	0.0333333333333
Carnobacteriaceae Granulicatella adiacens	-1.25642103611	0.402597402597	1.0	1.0	0.0	0.166666666667
Prevotellaceae Prevotella buccalis	1.05226864279	0.404595404595	1.0	1.0	2.76595744681	0.766666666667
Veillonellaceae Dialister propionicifaciens	0.991308904777	0.410589410589	1.0	1.0	0.553191489362	0.233333333333
Campylobacteraceae Campylobacter hominis	1.01479416495	0.412587412587	1.0	1.0	0.0851063829787	0.0
Ruminococcaceae Faecalibacterium prausnitzii	1.00565646998	0.415584415584	1.0	1.0	0.468085106383	0.0333333333333
Peptoniphilaceae Anaerococcus lactolyticus	1.04418745014	0.421578421578	1.0	1.0	0.36170212766	0.0333333333333
Prevotellaceae Prevotella sp	-0.816401348273	0.424575424575	1.0	1.0	6.70212765957	10.7666666667
Peptostreptococcaceae Romboutsia sp	0.933824335641	0.424575424575	1.0	1.0	0.36170212766	0.0333333333333
Halomonadaceae Halomonas sp	-0.853371969834	0.425574425574	1.0	1.0	0.468085106383	0.666666666667
Corynebacteriaceae Corynebacterium massiliense	1.07873043412	0.442557442557	1.0	1.0	0.063829787234	0.0
Veillonellaceae Mitsuokella sp	0.971505850853	0.444555444555	1.0	1.0	0.106382978723	0.0
Actinomycetaceae Varibaculum sp	0.938246851303	0.44955044955	1.0	1.0	0.255319148936	0.1
Microbacteriaceae Microbacterium lacticum	1.07873043412	0.44955044955	1.0	1.0	0.063829787234	0.0
Prevotellaceae Massiliprevotella massiliensis	0.975110512187	0.456543456543	1.0	1.0	0.702127659574	0.133333333333
Lachnospiraceae Syntrophococcus sp	-1.2242590797	0.456543456543	1.0	1.0	0.0212765957447	0.1
Actinomycetaceae Arcanobacterium sp	-1.2242590797	0.45954045954	1.0	1.0	0.0212765957447	0.1
Lachnospiraceae Moryella indoligenes	1.07873043412	0.461538461538	1.0	1.0	0.063829787234	0.0
Sutterellaceae Sutterella morbirenis	0.797015891238	0.471528471528	1.0	1.0	0.0425531914894	0.0
Aerococcaceae Facklamia sp	0.991586218317	0.472527472527	1.0	1.0	0.404255319149	0.0666666666667
Erysipelotrichaceae Bulleidia sp	0.797015891238	0.477522477522	1.0	1.0	0.0212765957447	0.0
Peptoniphilaceae Finegoldia sp	0.797015891238	0.47952047952	1.0	1.0	0.170212765957	0.0
Peptostreptococcaceae Peptostreptococcus sp	1.11652150625	0.487512487512	1.0	1.0	0.212765957447	0.0
Micrococcaceae Micrococcus sp	-0.811714176396	0.488511488511	1.0	1.0	0.212765957447	0.4
Veillonellaceae Megasphaera elsdenii	1.07873043412	0.490509490509	1.0	1.0	0.063829787234	0.0
Micrococcaceae Micrococcus lylae	1.00159698572	0.494505494505	1.0	1.0	0.191489361702	0.0333333333333
Bacteroidaceae Bacteroides vulgatus	1.1396057646	0.51048951049	1.0	1.0	0.0851063829787	0.0
Sutterellaceae Sutterella sp	1.1396057646	0.523476523477	1.0	1.0	0.0425531914894	0.0
Clostridiales_Incertae_Sedis_XI Fenollaria massiliensis	0.889277982995	0.527472527473	1.0	1.0	4.48936170213	1.4
Neisseriaceae Neisseria sp	1.1396057646	0.528471528472	1.0	1.0	0.0425531914894	0.0
Eubacteriaceae Eubacterium sp	1.01479416495	0.529470529471	1.0	1.0	0.0851063829787	0.0
Corynebacteriaceae Corynebacterium tuberculostearicum	0.665172226231	0.535464535465	1.0	1.0	3.85106382979	2.23333333333
Staphylococcaceae Staphylococcus sp	-0.571055286472	0.536463536464	1.0	1.0	13.3829787234	26.5333333333
Mycoplasmataceae Ureaplasma sp	-0.654046100629	0.538461538462	1.0	1.0	2.40425531915	3.73333333333
Leptotrichiaceae Sneathia sanguinegens	-0.746256776711	0.539460539461	1.0	1.0	0.68085106383	1.4
Coriobacteriaceae Atopobium deltae	0.669053921287	0.545454545455	1.0	1.0	0.234042553191	0.1
Porphyromonadaceae gen sp	-0.672241655688	0.555444555445	1.0	1.0	0.914893617021	1.63333333333
Lachnospiraceae Dorea formicigenerans	0.796587136157	0.558441558442	1.0	1.0	0.148936170213	0.0333333333333
Coriobacteriaceae Atopobium vaginae	-0.676103730443	0.563436563437	1.0	1.0	11.6808510638	19.9
Porphyromonadaceae Porphyromonas sp_KA00251	-0.99720576582	0.565434565435	1.0	1.0	0.0425531914894	0.133333333333
Microbacteriaceae Pseudoclavibacter faecalis	0.777757208795	0.576423576424	1.0	1.0	0.127659574468	0.0333333333333
Fusobacteriaceae Fusobacterium nucleatum	0.797015891238	0.602397602398	1.0	1.0	0.063829787234	0.0
Corynebacteriaceae Corynebacterium pseudogenitalium	0.889707498111	0.604395604396	1.0	1.0	26.2340425532	0.866666666667
Aerococcaceae Globicatella sp	0.738580971007	0.608391608392	1.0	1.0	0.106382978723	0.0333333333333
Peptoniphilaceae Parvimonas sp	-0.680161396028	0.614385614386	1.0	1.0	0.425531914894	0.8
Dermabacteraceae Dermabacter sp	0.825595214946	0.623376623377	1.0	1.0	1.85106382979	0.0
Peptoniphilaceae Peptoniphilus lacrimalis	0.522107312627	0.63036963037	1.0	1.0	0.808510638298	0.466666666667
Peptoniphilaceae Murdochiella sp	0.661705617358	0.645354645355	1.0	1.0	0.297872340426	0.166666666667
Corynebacteriaceae Corynebacterium riegelii	0.837932671218	0.654345654346	1.0	1.0	2.85106382979	0.4
Lachnospiraceae Moryella sp	0.581668427934	0.657342657343	1.0	1.0	0.063829787234	0.0333333333333
Ruminococcaceae Ruminococcus sp	0.862003601439	0.664335664336	1.0	1.0	0.276595744681	0.0
Veillonellaceae Megasphaera sp_DNF00751	-0.447119774933	0.669330669331	1.0	1.0	42.4042553191	70.2
Acidaminococcaceae Succiniclasticum sp	0.581668427934	0.67032967033	1.0	1.0	0.063829787234	0.0333333333333
Clostridiales_Incertae_Sedis_XI gen sp	-0.434700000327	0.672327672328	1.0	1.0	0.063829787234	0.1
Brevibacteriaceae gen sp	0.797015891238	0.679320679321	1.0	1.0	0.297872340426	0.0
Prevotellaceae Prevotella ihumii	0.810870642426	0.683316683317	1.0	1.0	9.95744680851	0.733333333333
Actinomycetaceae Schaalia turicensis	-0.584196168007	0.691308691309	1.0	1.0	0.106382978723	0.2
Shewanellaceae Shewanella sp	0.584788655366	0.692307692308	1.0	1.0	0.106382978723	0.0666666666667
Lachnospiraceae Roseburia sp	0.844373139732	0.694305694306	1.0	1.0	0.553191489362	0.0333333333333
Prevotellaceae Prevotella disiens	-0.410271810195	0.695304695305	1.0	1.0	9.70212765957	13.4333333333
Porphyromonadaceae Porphyromonadaceae sp_DNF00129	-0.38839248692	0.71028971029	1.0	1.0	1.46808510638	2.13333333333
Peptoniphilaceae Anaerococcus obesiensis	-0.506329254287	0.718281718282	1.0	1.0	0.127659574468	0.2
Actinomycetaceae Mobiluncus sp	0.605418037591	0.724275724276	1.0	1.0	0.893617021277	0.433333333333
Fastidiosipilaceae BVAB2 BVAB2	-0.377926504906	0.727272727273	1.0	1.0	0.425531914894	0.6
Lachnospiraceae Blautia sp	0.866862855315	0.73026973027	1.0	1.0	2.97872340426	0.1
Ruminococcaceae Oscillibacter sp	0.81963991512	0.732267732268	1.0	1.0	0.744680851064	0.1
Synergistaceae Jonquetella anthropi	-0.356550347301	0.733266733267	1.0	1.0	0.0851063829787	0.133333333333
Unclassified Saccharibacteria genomosp_TM7-H1	-0.639280311964	0.736263736264	1.0	1.0	0.106382978723	0.266666666667
Dermabacteraceae Helcobacillus sp	0.399012482316	0.736263736264	1.0	1.0	0.148936170213	0.1
Peptoniphilaceae Peptoniphilus sp	-0.411102138485	0.74025974026	1.0	1.0	1.0	1.26666666667
Prevotellaceae Prevotella stercorea	0.920450809866	0.745254745255	1.0	1.0	0.148936170213	0.0
Peptococcaceae Peptococcus sp	-0.596372735257	0.75024975025	1.0	1.0	0.234042553191	0.533333333333
Lachnospiraceae Candidatus_Lachnocurva vaginae_(BVAB1)	0.692457697078	0.751248751249	1.0	1.0	13.9787234043	4.8
Peptoniphilaceae Anaerococcus sp	0.744449533936	0.763236763237	1.0	1.0	8.21276595745	2.83333333333
Porphyromonadaceae Porphyromonas somerae	0.508394807776	0.766233766234	1.0	1.0	0.234042553191	0.133333333333
Dermabacteraceae Brachybacterium sp	0.509820629316	0.767232767233	1.0	1.0	0.106382978723	0.0666666666667
Clostridiaceae_1 Clostridium ventriculi	0.882264413895	0.767232767233	1.0	1.0	0.212765957447	0.0
Veillonellaceae Dialister sp_DNF00626	-0.329559198119	0.782217782218	1.0	1.0	0.659574468085	0.8
Peptostreptococcaceae Criibacterium bergeronii	-0.366910610648	0.782217782218	1.0	1.0	0.297872340426	0.433333333333
Actinomycetaceae Mobiluncus curtisii	0.560559364621	0.792207792208	1.0	1.0	3.8085106383	2.1
Lachnospiraceae Clostridiales sp_DNF00545	-0.279276954382	0.793206793207	1.0	1.0	0.31914893617	0.433333333333
Erysipelotrichaceae Catenibacterium mitsuokai	0.343736952662	0.801198801199	1.0	1.0	0.106382978723	0.0666666666667
Prevotellaceae Prevotella corporis	0.294836250693	0.816183816184	1.0	1.0	1.89361702128	1.46666666667
Porphyromonadaceae Porphyromonas uenonis	-0.231299645403	0.828171828172	1.0	1.0	0.723404255319	0.866666666667
Actinomycetaceae Mobiluncus mulieris	-0.228220210456	0.846153846154	1.0	1.0	0.63829787234	0.833333333333
Leptotrichiaceae Sneathia amnii	0.201519582581	0.852147852148	1.0	1.0	9.36170212766	7.06666666667
Fusobacteriaceae Fusobacterium equinum	0.645775166104	0.892107892108	1.0	1.0	1.12765957447	0.333333333333
Neisseriaceae Neisseria gonorrhoeae	0.788012395624	0.901098901099	1.0	1.0	1.08510638298	0.0333333333333
Prevotellaceae Prevotella copri	0.211538839417	0.902097902098	1.0	1.0	5.91489361702	4.6
Lachnospiraceae Fusicatenibacter saccharivorans	0.797015891238	0.908091908092	1.0	1.0	0.063829787234	0.0
Prevotellaceae Prevotella sp_DNF00663	0.328545452728	0.913086913087	1.0	1.0	0.68085106383	0.466666666667
Peptococcaceae Peptococcus niger	0.599261322005	0.922077922078	1.0	1.0	1.40425531915	0.533333333333
Ruminococcaceae Sporobacter sp	0.797015891238	0.924075924076	1.0	1.0	0.127659574468	0.0
Veillonellaceae Mitsuokella jalaludinii	0.797015891238	0.925074925075	1.0	1.0	0.127659574468	0.0
Clostridiales_Incertae_Sedis_XIII Congobacterium massiliense	0.797015891238	0.927072927073	1.0	1.0	0.127659574468	0.0
Lachnospiraceae Murimonas sp	0.797015891238	0.928071928072	1.0	1.0	0.127659574468	0.0
Lawsonellaceae Lawsonella clevelandensis	0.139114496281	0.935064935065	1.0	1.0	0.510638297872	0.466666666667
Mycoplasmataceae Mycoplasma hominis	-0.0774640841511	0.947052947053	1.0	1.0	1.0	1.1
Streptococcaceae Streptococcus agalactiae	0.425537587718	0.949050949051	1.0	1.0	21.9361702128	10.6333333333
Enterobacteriaceae Escherichia/Shigella sp	0.317457241817	0.95004995005	1.0	1.0	0.510638297872	0.333333333333
Bacillaceae_1 Bacillus sp	0.797015891238	0.952047952048	1.0	1.0	0.234042553191	0.0
Bifidobacteriaceae Bifidobacterium bifidum	0.797015891238	0.958041958042	1.0	1.0	0.127659574468	0.0
Corynebacteriaceae Corynebacterium pyruviciproducens	0.271289853437	0.961038961039	1.0	1.0	0.446808510638	0.333333333333
Veillonellaceae Negativicoccus succinicivorans	0.154646372256	0.964035964036	1.0	1.0	0.0425531914894	0.0333333333333
Carnobacteriaceae gen sp	0.644896931244	0.988011988012	1.0	1.0	0.617021276596	0.133333333333
Veillonellaceae Megasphaera sp_KA00182	0.797015891238	1.0	1.0	1.0	0.0851063829787	0.0
Ruminococcaceae Mageeibacillus indolicus	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Veillonellaceae Dialister sp	-0.0528631119429	1.0	1.0	1.0	0.31914893617	0.333333333333
Prevotellaceae Prevotella intermedia	0.797015891238	1.0	1.0	1.0	0.148936170213	0.0
Actinomycetaceae Actinomyces hongkongensis	-0.320347461341	1.0	1.0	1.0	0.0212765957447	0.0333333333333
Enterobacteriaceae Enterobacter sp	-0.320347461341	1.0	1.0	1.0	0.0212765957447	0.0333333333333
Desulfovibrionaceae Bilophila wadsworthia	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Lachnospiraceae Ruminococcus gnavus	0.797015891238	1.0	1.0	1.0	0.0425531914894	0.0
Mycoplasmataceae Mycoplasma spermatophilum	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Coriobacteriaceae Slackia exigua	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Sutterellaceae Parasutterella excrementihominis	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Lachnospiraceae Blautia obeum	0.797015891238	1.0	1.0	1.0	0.191489361702	0.0
Ruminococcaceae Gemmiger formicilis	0.797015891238	1.0	1.0	1.0	0.191489361702	0.0
Lachnospiraceae Blautia faecis	0.797015891238	1.0	1.0	1.0	0.212765957447	0.0
Sutterellaceae Sutterella stercoricanis	0.201282125685	1.0	1.0	1.0	0.0425531914894	0.0333333333333
Ruminococcaceae Marseillibacter massiliensis	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Micrococcaceae Rothia mucilaginosa	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Sutterellaceae Duodenibacillus massiliensis	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Chlamydiaceae Chlamydia trachomatis	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Brevibacteriaceae Brevibacterium luteolum	0.797015891238	1.0	1.0	1.0	0.0425531914894	0.0
Erysipelotrichaceae Turicibacter sanguinis	0.797015891238	1.0	1.0	1.0	0.0425531914894	0.0
Bacteroidaceae Bacteroides caccae	0.797015891238	1.0	1.0	1.0	0.0212765957447	0.0
Erysipelotrichaceae Holdemanella sp	0.470545403569	1.0	1.0	1.0	0.0851063829787	0.0333333333333
Staphylococcaceae Nosocomiicoccus massiliensis	0.797015891238	1.0	1.0	1.0	0.0851063829787	0.0
Comamonadaceae Variovorax sp	0.797015891238	1.0	1.0	1.0	0.0425531914894	0.0
Mycoplasmataceae Candidatus_Mycoplasma girerdii	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Alloprevotella rava	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae gen sp	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Selenomonas sp	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Prevotellamassilia timonensis	nan	nan	1.0	nan	0.0	0.0
Comamonadaceae Pelomonas sp	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Paraprevotella sp	nan	nan	1.0	nan	0.0	0.0
Campylobacteraceae Campylobacter sp	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Filifactor alocis	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Parvibacter sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Collinsella aerofaciens	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Prevotella sp_KA00344	nan	nan	1.0	nan	0.0	0.0
Pasteurellaceae Pasteurella bettyae	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia faecis	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Ruminococcus faecis	nan	nan	1.0	nan	0.0	0.0
Verrucomicrobiaceae Akkermansia muciniphila	nan	nan	1.0	nan	0.0	0.0
Acidaminococcaceae Acidaminococcus fermentans	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Megasphaera stantonii	nan	nan	1.0	nan	0.0	0.0
Enterobacteriaceae Proteus sp	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Actinomyces funkei	nan	nan	1.0	nan	0.0	0.0
Bradyrhizobiaceae Afipia sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Bradyrhizobiaceae Bradyrhizobium sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Paraeggerthella sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia intestinalis	nan	nan	1.0	nan	0.0	0.0
Synergistaceae Fretibacterium sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Ruminococcus torques	nan	nan	1.0	nan	0.0	0.0
Burkholderiales_incertae_sedis Aquabacterium sp	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae Granulicatella sp	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Actinomyces sp	nan	nan	1.0	nan	0.0	0.0
Desulfobacteraceae Desulfatiglans anilini	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Catonella sp	nan	nan	1.0	nan	0.0	0.0
Desulfovibrionaceae Desulfovibrio piger	nan	nan	1.0	nan	0.0	0.0
Leptotrichiaceae Streptobacillus sp	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Dialister pneumosintes	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Flavonifractor plautii	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae Trichococcus sp	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Terrisporobacter sp	nan	nan	1.0	nan	0.0	0.0
Xanthomonadaceae Thermomonas sp	nan	nan	1.0	nan	0.0	0.0
Spirochaetaceae Treponema sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Oribacterium sp	nan	nan	1.0	nan	0.0	0.0
Mycoplasmataceae Mycoplasma sp	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Intestinimonas sp	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Enterocloster sp	nan	nan	1.0	nan	0.0	0.0
Clostridiaceae_1 Clostridium perfringens	nan	nan	1.0	nan	0.0	0.0
Porphyromonadaceae Tannerella forsythia	nan	nan	1.0	nan	0.0	0.0
Mycoplasmataceae Mycoplasma salivarium	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Schaalia odontolytica	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Peptoanaerobacter stomatis	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Gemmiger sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Fusicatenibacter sp	nan	nan	1.0	nan	0.0	0.0
Porphyromonadaceae Porphyromonas endodontalis	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Clostridium_XlVa sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Anaerostipes hadrus	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Paeniclostridium sp	nan	nan	1.0	nan	0.0	0.0
Sutterellaceae Sutterella wadsworthensis	nan	nan	1.0	nan	0.0	0.0
