OTU	Test-Statistic	P	FDR_P	Bonferroni_P	1_wontreturn_mean	1_willreturn_mean
Lactobacillaceae Lactobacillus non_iners	0.275255330299	0.771228771229	1.0	1.0	4447.9	4358.09090909
Halomonadaceae Halomonas sp	-0.836320765832	0.825174825175	1.0	1.0	1.2	4.36363636364
Coriobacteriaceae Atopobium deltae	-0.951189731211	0.849150849151	1.0	1.0	0.0	0.454545454545
Prevotellaceae Prevotella melaninogenica	-0.951189731211	0.861138861139	1.0	1.0	0.0	3.63636363636
Prevotellaceae Prevotella sp	0.491200991222	0.863136863137	1.0	1.0	8.1	4.18181818182
Actinomycetaceae Schaalia odontolytica	-0.951189731211	0.863136863137	1.0	1.0	0.0	0.454545454545
Corynebacteriaceae Corynebacterium sp	0.59835996525	0.867132867133	1.0	1.0	2.5	1.27272727273
Porphyromonadaceae gen sp	0.910796286502	0.885114885115	1.0	1.0	1.4	0.181818181818
Prevotellaceae Prevotella disiens	-0.214749864447	0.901098901099	1.0	1.0	2.4	2.90909090909
Prevotellaceae Prevotella colorans	0.264038335591	0.945054945055	1.0	1.0	1.0	0.727272727273
Bacillales_Incertae_Sedis_XI Gemella sp	-0.951189731211	0.945054945055	1.0	1.0	0.0	1.09090909091
Peptoniphilaceae Murdochiella sp	-0.951189731211	0.954045954046	1.0	1.0	0.0	0.272727272727
Peptoniphilaceae Anaerococcus lactolyticus	-0.951189731211	0.955044955045	1.0	1.0	0.0	0.545454545455
Bacillales_Incertae_Sedis_XI Gemella asaccharolytica	-0.842399254142	0.975024975025	1.0	1.0	0.1	0.909090909091
Leptotrichiaceae Sneathia sanguinegens	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Leptotrichiaceae Sneathia sp	-0.923338827352	1.0	1.0	1.0	0.1	3.45454545455
Porphyromonadaceae Porphyromonadaceae sp_DNF00129	-0.951189731211	1.0	1.0	1.0	0.0	0.181818181818
Coriobacteriaceae Coriobacteriaceae sp_DNF00809	-0.951189731211	1.0	1.0	1.0	0.0	0.181818181818
Peptoniphilaceae Parvimonas sp_KA00581	-0.951189731211	1.0	1.0	1.0	0.0	0.363636363636
Fusobacteriaceae Fusobacterium sp	-0.133406911319	1.0	1.0	1.0	0.3	0.363636363636
Peptococcaceae Peptococcus niger	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Lachnospiraceae Clostridiales sp_DNF00545	0.0674280522853	1.0	1.0	1.0	0.1	0.0909090909091
Ruminococcaceae Faecalibacterium prausnitzii	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Veillonellaceae Veillonella sp	-0.592230245909	1.0	1.0	1.0	0.6	1.72727272727
Intrasporangiaceae Janibacter sp	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Prevotellaceae Prevotella bergensis	0.0674280522853	1.0	1.0	1.0	0.1	0.0909090909091
Mycoplasmataceae Mycoplasma spermatophilum	-0.951189731211	1.0	1.0	1.0	0.0	3.0
Peptostreptococcaceae Criibacterium bergeronii	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Moraxellaceae Acinetobacter sp	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Dermabacteraceae Brachybacterium sp	-0.383229903438	1.0	1.0	1.0	0.1	0.181818181818
Coriobacteriaceae Slackia exigua	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Campylobacteraceae Campylobacter ureolyticus	-0.512516156877	1.0	1.0	1.0	0.1	0.181818181818
Lachnospiraceae Ruminococcus faecis	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Sutterellaceae Sutterella stercoricanis	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Enterobacteriaceae Serratia sp	-0.951189731211	1.0	1.0	1.0	0.0	1.45454545455
Xanthomonadaceae Luteimonas sp	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Microbacteriaceae Pseudoclavibacter faecalis	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Moraxellaceae Moraxella osloensis	-0.951189731211	1.0	1.0	1.0	0.0	0.181818181818
Alcaligenaceae Oligella urethralis	0.0674280522853	1.0	1.0	1.0	0.1	0.0909090909091
Micrococcaceae Micrococcus lylae	-0.951189731211	1.0	1.0	1.0	0.0	0.181818181818
Brevibacteriaceae Brevibacterium luteolum	-0.951189731211	1.0	1.0	1.0	0.0	0.363636363636
Flavobacteriaceae Chryseobacterium sp	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Microbacteriaceae Microbacterium lacticum	-0.951189731211	1.0	1.0	1.0	0.0	0.0909090909091
Veillonellaceae Megasphaera sp_KA00182	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Atopobium sp	nan	nan	1.0	nan	0.0	0.0
Porphyromonadaceae Porphyromonas gingivalis	nan	nan	1.0	nan	0.0	0.0
Mycoplasmataceae Candidatus_Mycoplasma girerdii	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Arcanobacterium sp	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Mageeibacillus indolicus	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae Granulicatella elegans	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Alloprevotella rava	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae gen sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Moryella sp	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Prevotella intermedia	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Selenomonas sp	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Prevotellamassilia timonensis	nan	nan	1.0	nan	0.0	0.0
Fusobacteriaceae Fusobacterium nucleatum	nan	nan	1.0	nan	0.0	0.0
Comamonadaceae Pelomonas sp	nan	nan	1.0	nan	0.0	0.0
Bacteroidaceae Bacteroides fragilis	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Paraprevotella sp	nan	nan	1.0	nan	0.0	0.0
Aerococcaceae Aerococcus sp	nan	nan	1.0	nan	0.0	0.0
Bifidobacteriaceae Bifidobacterium bifidum	nan	nan	1.0	nan	0.0	0.0
Porphyromonadaceae Porphyromonas sp	nan	nan	1.0	nan	0.0	0.0
Corynebacteriaceae Corynebacterium jeikeium	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Actinomyces hongkongensis	nan	nan	1.0	nan	0.0	0.0
Campylobacteraceae Campylobacter sp	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Actinomyces neuii	nan	nan	1.0	nan	0.0	0.0
Corynebacteriaceae Corynebacterium genitalium	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Peptostreptococcus sp	nan	nan	1.0	nan	0.0	0.0
Corynebacteriaceae Corynebacterium tuscaniense	nan	nan	1.0	nan	0.0	0.0
Bifidobacteriaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Dermabacteraceae Dermabacter sp	nan	nan	1.0	nan	0.0	0.0
Unclassified Saccharibacteria genomosp_TM7-H1	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Prevotella stercorea	nan	nan	1.0	nan	0.0	0.0
Clostridiaceae_1 Clostridium sp	nan	nan	1.0	nan	0.0	0.0
Sutterellaceae Sutterella morbirenis	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Filifactor alocis	nan	nan	1.0	nan	0.0	0.0
Peptoniphilaceae Anaerococcus obesiensis	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Veillonella dispar	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Erysipelotrichaceae Bulleidia sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Parvibacter sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Collinsella aerofaciens	nan	nan	1.0	nan	0.0	0.0
Pasteurellaceae Haemophilus parainfluenzae	nan	nan	1.0	nan	0.0	0.0
Desulfovibrionaceae Bilophila wadsworthia	nan	nan	1.0	nan	0.0	0.0
Neisseriaceae Neisseria gonorrhoeae	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Prevotella sp_KA00344	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Ruminococcus gnavus	nan	nan	1.0	nan	0.0	0.0
Corynebacteriaceae Corynebacterium pyruviciproducens	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia sp	nan	nan	1.0	nan	0.0	0.0
Bacteroidaceae Bacteroides vulgatus	nan	nan	1.0	nan	0.0	0.0
Dermabacteraceae Dermabacter hominis	nan	nan	1.0	nan	0.0	0.0
Peptoniphilaceae Finegoldia sp	nan	nan	1.0	nan	0.0	0.0
Pasteurellaceae Pasteurella bettyae	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia faecis	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Saccharofermentans sp	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Ruminococcus sp	nan	nan	1.0	nan	0.0	0.0
Neisseriaceae Neisseria sp	nan	nan	1.0	nan	0.0	0.0
Verrucomicrobiaceae Akkermansia muciniphila	nan	nan	1.0	nan	0.0	0.0
Acidaminococcaceae Acidaminococcus fermentans	nan	nan	1.0	nan	0.0	0.0
Sutterellaceae Parasutterella excrementihominis	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Megasphaera stantonii	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Fusicatenibacter saccharivorans	nan	nan	1.0	nan	0.0	0.0
Enterobacteriaceae Proteus sp	nan	nan	1.0	nan	0.0	0.0
Clostridiales_Incertae_Sedis_XIII Congobacterium massiliense	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Blautia obeum	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Actinomyces funkei	nan	nan	1.0	nan	0.0	0.0
Bradyrhizobiaceae Afipia sp	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Gemmiger formicilis	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Bradyrhizobiaceae Bradyrhizobium sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Syntrophococcus sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Paraeggerthella sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia intestinalis	nan	nan	1.0	nan	0.0	0.0
Synergistaceae Fretibacterium sp	nan	nan	1.0	nan	0.0	0.0
Microbacteriaceae Pseudoclavibacter sp	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Sporobacter sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Moryella indoligenes	nan	nan	1.0	nan	0.0	0.0
Clostridiales_Incertae_Sedis_XI gen sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Ruminococcus torques	nan	nan	1.0	nan	0.0	0.0
Peptoniphilaceae Parvimonas micra	nan	nan	1.0	nan	0.0	0.0
Burkholderiales_incertae_sedis Aquabacterium sp	nan	nan	1.0	nan	0.0	0.0
Clostridiaceae_1 Clostridium colicanis	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Dorea formicigenerans	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Marseillibacter massiliensis	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Veillonella parvula	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae Granulicatella sp	nan	nan	1.0	nan	0.0	0.0
Dermabacteraceae Helcobacillus sp	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae Actinomyces sp	nan	nan	1.0	nan	0.0	0.0
Aerococcaceae Globicatella sp	nan	nan	1.0	nan	0.0	0.0
Micrococcaceae Rothia mucilaginosa	nan	nan	1.0	nan	0.0	0.0
Desulfobacteraceae Desulfatiglans anilini	nan	nan	1.0	nan	0.0	0.0
Brevibacteriaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Catonella sp	nan	nan	1.0	nan	0.0	0.0
Desulfovibrionaceae Desulfovibrio piger	nan	nan	1.0	nan	0.0	0.0
Leptotrichiaceae Streptobacillus sp	nan	nan	1.0	nan	0.0	0.0
Sutterellaceae Duodenibacillus massiliensis	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Dialister pneumosintes	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Flavonifractor plautii	nan	nan	1.0	nan	0.0	0.0
Chlamydiaceae Chlamydia trachomatis	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae Trichococcus sp	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Terrisporobacter sp	nan	nan	1.0	nan	0.0	0.0
Sutterellaceae Sutterella sp	nan	nan	1.0	nan	0.0	0.0
Xanthomonadaceae Thermomonas sp	nan	nan	1.0	nan	0.0	0.0
Bacillaceae_1 Bacillus sp	nan	nan	1.0	nan	0.0	0.0
Spirochaetaceae Treponema sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Oribacterium sp	nan	nan	1.0	nan	0.0	0.0
Mycoplasmataceae Mycoplasma sp	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Intestinimonas sp	nan	nan	1.0	nan	0.0	0.0
Erysipelotrichaceae Turicibacter sanguinis	nan	nan	1.0	nan	0.0	0.0
Actinomycetaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Enterocloster sp	nan	nan	1.0	nan	0.0	0.0
Clostridiaceae_1 Clostridium perfringens	nan	nan	1.0	nan	0.0	0.0
Clostridiaceae_1 Clostridium ventriculi	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Alloprevotella sp	nan	nan	1.0	nan	0.0	0.0
Spirochaetaceae Sphaerochaeta sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia inulinivorans	nan	nan	1.0	nan	0.0	0.0
Porphyromonadaceae Tannerella forsythia	nan	nan	1.0	nan	0.0	0.0
Mycoplasmataceae Mycoplasma salivarium	nan	nan	1.0	nan	0.0	0.0
Bacteroidaceae Bacteroides caccae	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Peptoanaerobacter stomatis	nan	nan	1.0	nan	0.0	0.0
Ruminococcaceae Gemmiger sp	nan	nan	1.0	nan	0.0	0.0
Erysipelotrichaceae Catenibacterium mitsuokai	nan	nan	1.0	nan	0.0	0.0
Erysipelotrichaceae Holdemanella sp	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Mitsuokella jalaludinii	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Fusicatenibacter sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Murimonas sp	nan	nan	1.0	nan	0.0	0.0
Campylobacteraceae Campylobacter hominis	nan	nan	1.0	nan	0.0	0.0
Comamonadaceae Comamonas sp	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Mitsuokella sp	nan	nan	1.0	nan	0.0	0.0
Porphyromonadaceae Porphyromonas endodontalis	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Clostridium_XlVa sp	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae Granulicatella adiacens	nan	nan	1.0	nan	0.0	0.0
Eubacteriaceae Eubacterium sp	nan	nan	1.0	nan	0.0	0.0
Comamonadaceae Variovorax sp	nan	nan	1.0	nan	0.0	0.0
Corynebacteriaceae Corynebacterium massiliense	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Anaerostipes hadrus	nan	nan	1.0	nan	0.0	0.0
Peptostreptococcaceae Paeniclostridium sp	nan	nan	1.0	nan	0.0	0.0
Sutterellaceae Sutterella wadsworthensis	nan	nan	1.0	nan	0.0	0.0
Erysipelotrichaceae Clostridium_XVIII sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Faecalimonas umbilicata	nan	nan	1.0	nan	0.0	0.0
Acidaminococcaceae Acidaminococcus sp	nan	nan	1.0	nan	0.0	0.0
Bacteroidaceae Bacteroides sp	nan	nan	1.0	nan	0.0	0.0
