OTU	Test-Statistic	P	FDR_P	Bonferroni_P	4_wontreturn_mean	4_willreturn_mean
Lachnospiraceae Roseburia sp	1.04517525054	0.455544455544	0.986442129299	1.0	0.181818181818	0.0
Porphyromonadaceae Porphyromonas endodontalis	-1.37292042229	0.455544455544	0.986442129299	1.0	0.0	0.166666666667
Prevotellaceae Prevotellamassilia timonensis	1.04517525054	0.457542457542	0.986442129299	1.0	0.030303030303	0.0
Ruminococcaceae Intestinimonas sp	1.04517525054	0.458541458541	0.986442129299	1.0	0.333333333333	0.0
Actinomycetaceae Actinomyces sp	1.04517525054	0.45954045954	0.986442129299	1.0	0.454545454545	0.0
Ruminococcaceae Gemmiger formicilis	1.04517525054	0.461538461538	0.986442129299	1.0	0.272727272727	0.0
Veillonellaceae Selenomonas sp	1.04231066234	0.464535464535	0.986442129299	1.0	10.1515151515	0.0277777777778
Clostridiaceae_1 Clostridium sp	1.04517525054	0.465534465534	0.986442129299	1.0	0.0606060606061	0.0
Dermabacteraceae Dermabacter sp	1.04517525054	0.466533466533	0.986442129299	1.0	0.121212121212	0.0
Sutterellaceae Parasutterella excrementihominis	1.04517525054	0.467532467532	0.986442129299	1.0	0.787878787879	0.0
Peptostreptococcaceae Filifactor alocis	-1.02666234358	0.470529470529	0.986442129299	1.0	0.151515151515	1.77777777778
Ruminococcaceae Flavonifractor plautii	1.04517525054	0.473526473526	0.986442129299	1.0	0.393939393939	0.0
Dermabacteraceae Brachybacterium sp	1.04517525054	0.474525474525	0.986442129299	1.0	0.848484848485	0.0
Ruminococcaceae Ruminococcus sp	1.04517525054	0.474525474525	0.986442129299	1.0	0.30303030303	0.0
Aerococcaceae Facklamia sp	1.04517525054	0.474525474525	0.986442129299	1.0	0.0909090909091	0.0
Micrococcaceae Rothia mucilaginosa	1.04517525054	0.474525474525	0.986442129299	1.0	0.424242424242	0.0
Veillonellaceae Megasphaera elsdenii	1.04517525054	0.475524475524	0.986442129299	1.0	11.3939393939	0.0
Veillonellaceae Veillonella dispar	1.04517525054	0.475524475524	0.986442129299	1.0	0.121212121212	0.0
Clostridiaceae_1 Clostridium colicanis	1.04517525054	0.475524475524	0.986442129299	1.0	0.484848484848	0.0
Veillonellaceae Megasphaera stantonii	1.04517525054	0.47952047952	0.986442129299	1.0	0.787878787879	0.0
Ruminococcaceae Faecalibacterium prausnitzii	1.04517525054	0.480519480519	0.986442129299	1.0	0.181818181818	0.0
Lachnospiraceae Enterocloster sp	1.04517525054	0.482517482517	0.986442129299	1.0	0.272727272727	0.0
Peptostreptococcaceae Paeniclostridium sp	1.04517525054	0.482517482517	0.986442129299	1.0	0.030303030303	0.0
Pasteurellaceae Haemophilus parainfluenzae	1.04517525054	0.483516483516	0.986442129299	1.0	0.0606060606061	0.0
Peptoniphilaceae Parvimonas micra	-1.13213918333	0.483516483516	0.986442129299	1.0	0.0	0.166666666667
Coriobacteriaceae Parvibacter sp	1.04517525054	0.484515484515	0.986442129299	1.0	0.333333333333	0.0
Sutterellaceae Duodenibacillus massiliensis	1.04517525054	0.484515484515	0.986442129299	1.0	0.121212121212	0.0
Actinomycetaceae Schaalia odontolytica	1.04517525054	0.484515484515	0.986442129299	1.0	0.0909090909091	0.0
Erysipelotrichaceae Holdemanella sp	1.04517525054	0.484515484515	0.986442129299	1.0	0.0606060606061	0.0
Aerococcaceae Aerococcus christensenii	0.799312182635	0.487512487512	0.986442129299	1.0	31.1515151515	19.9444444444
Lachnospiraceae Blautia faecis	1.04517525054	0.488511488511	0.986442129299	1.0	0.121212121212	0.0
Desulfovibrionaceae Desulfovibrio piger	1.04517525054	0.488511488511	0.986442129299	1.0	0.393939393939	0.0
Porphyromonadaceae Tannerella forsythia	-1.34473889694	0.488511488511	0.986442129299	1.0	0.0	0.138888888889
Synergistaceae Fretibacterium sp	-1.11819896608	0.48951048951	0.986442129299	1.0	0.0	0.361111111111
Peptoniphilaceae Clostridiales sp_KA00134	1.04517525054	0.48951048951	0.986442129299	1.0	0.0606060606061	0.0
Lachnospiraceae Roseburia inulinivorans	1.04517525054	0.490509490509	0.986442129299	1.0	0.0606060606061	0.0
Lachnospiraceae Ruminococcus gnavus	1.04517525054	0.492507492507	0.986442129299	1.0	1.60606060606	0.0
Acidaminococcaceae Succiniclasticum sp	1.04517525054	0.492507492507	0.986442129299	1.0	0.484848484848	0.0
Brevibacteriaceae Brevibacterium paucivorans	1.04517525054	0.492507492507	0.986442129299	1.0	0.0606060606061	0.0
Erysipelotrichaceae Turicibacter sanguinis	1.04517525054	0.492507492507	0.986442129299	1.0	0.030303030303	0.0
Bacteroidaceae Bacteroides vulgatus	1.04517525054	0.493506493506	0.986442129299	1.0	0.636363636364	0.0
Ruminococcaceae Marseillibacter massiliensis	1.04517525054	0.493506493506	0.986442129299	1.0	0.454545454545	0.0
Micrococcaceae Pseudoglutamicibacter cumminsii	1.04517525054	0.494505494505	0.986442129299	1.0	0.121212121212	0.0
Sutterellaceae Sutterella stercoricanis	1.04517525054	0.498501498501	0.986442129299	1.0	0.363636363636	0.0
Ruminococcaceae Sporobacter sp	1.04517525054	0.4995004995	0.986442129299	1.0	0.363636363636	0.0
Veillonellaceae Dialister sp_DNF00626	-0.734622561778	0.5004995005	0.986442129299	1.0	24.9090909091	32.4166666667
Mycoplasmataceae Mycoplasma salivarium	-1.08688839698	0.5004995005	0.986442129299	1.0	0.0	0.222222222222
Bacteroidaceae Bacteroides caccae	1.04517525054	0.504495504496	0.986442129299	1.0	0.121212121212	0.0
Lachnospiraceae Anaerostipes hadrus	1.04517525054	0.504495504496	0.986442129299	1.0	0.030303030303	0.0
Bacteroidaceae Bacteroides fragilis	0.984089158243	0.507492507493	0.986442129299	1.0	6.45454545455	0.583333333333
Prevotellaceae Paraprevotella sp	-1.36707061771	0.511488511489	0.986442129299	1.0	0.0	5.55555555556
Campylobacteraceae Campylobacter hominis	1.04517525054	0.511488511489	0.986442129299	1.0	0.0606060606061	0.0
Veillonellaceae Negativicoccus succinicivorans	1.04517525054	0.515484515485	0.987098008375	1.0	0.0909090909091	0.0
Veillonellaceae Megasphaera sp_DNF00751	0.59527652674	0.538461538462	1.0	1.0	405.727272727	335.861111111
Actinomycetaceae Arcanobacterium sp	-0.94745767947	0.552447552448	1.0	1.0	3.81818181818	14.5555555556
Actinomycetaceae Schaalia turicensis	-0.929385006089	0.561438561439	1.0	1.0	0.0606060606061	0.138888888889
Sutterellaceae Sutterella morbirenis	0.916347284295	0.575424575425	1.0	1.0	1.81818181818	0.333333333333
Porphyromonadaceae Porphyromonas uenonis	0.642144227767	0.584415584416	1.0	1.0	20.9696969697	14.1944444444
Peptoniphilaceae Parvimonas sp	-0.686171239003	0.609390609391	1.0	1.0	2.36363636364	4.05555555556
Corynebacteriaceae Corynebacterium tuberculostearicum	-0.419254972988	0.616383616384	1.0	1.0	0.424242424242	0.638888888889
Bacillales_Incertae_Sedis_XI Gemella sp	0.82439909466	0.633366633367	1.0	1.0	0.333333333333	0.0833333333333
Lachnospiraceae Moryella indoligenes	-0.943602230342	0.633366633367	1.0	1.0	0.030303030303	0.333333333333
Corynebacteriaceae Corynebacterium sp	0.91705678394	0.649350649351	1.0	1.0	7.9696969697	1.5
Prevotellaceae Prevotella sp_KA00344	-0.468268176538	0.662337662338	1.0	1.0	0.181818181818	0.305555555556
Halomonadaceae Halomonas sp	0.754412337098	0.674325674326	1.0	1.0	0.181818181818	0.0833333333333
Actinomycetaceae Varibaculum sp	0.587566562626	0.686313686314	1.0	1.0	0.242424242424	0.111111111111
Campylobacteraceae Campylobacter ureolyticus	0.368059025882	0.688311688312	1.0	1.0	0.272727272727	0.194444444444
Ruminococcaceae Mageeibacillus indolicus	-0.516727874354	0.689310689311	1.0	1.0	9.87878787879	13.8888888889
Prevotellaceae Prevotella bivia	0.398115102178	0.717282717283	1.0	1.0	264.606060606	203.638888889
Veillonellaceae Dialister micraerophilus	-0.369958411955	0.72027972028	1.0	1.0	6.30303030303	7.08333333333
Lachnospiraceae gen sp	0.873614287836	0.72027972028	1.0	1.0	11.4242424242	2.44444444444
Corynebacteriaceae Corynebacterium tuscaniense	0.409069413181	0.73026973027	1.0	1.0	0.0909090909091	0.0555555555556
Veillonellaceae Veillonella sp	0.0615474853233	0.738261738262	1.0	1.0	0.0606060606061	0.0555555555556
Prevotellaceae Prevotella ihumii	0.641546807084	0.743256743257	1.0	1.0	64.1818181818	24.8333333333
Brevibacteriaceae Brevibacterium sp	0.614489525748	0.745254745255	1.0	1.0	0.151515151515	0.0555555555556
Carnobacteriaceae Trichococcus sp	-0.591807235639	0.745254745255	1.0	1.0	0.0606060606061	0.138888888889
Peptoniphilaceae Anaerococcus obesiensis	0.602875077785	0.747252747253	1.0	1.0	0.727272727273	0.333333333333
Dermabacteraceae Helcobacillus sp	0.688480015365	0.752247752248	1.0	1.0	0.181818181818	0.0555555555556
Lawsonellaceae Lawsonella clevelandensis	-0.318364404759	0.758241758242	1.0	1.0	0.242424242424	0.333333333333
Mycoplasmataceae Mycoplasma hominis	0.29203848588	0.793206793207	1.0	1.0	8.0	6.38888888889
Bacillales_Incertae_Sedis_XI Gemella asaccharolytica	0.271586451157	0.794205794206	1.0	1.0	51.4545454545	42.4722222222
Leptotrichiaceae Sneathia sp	-0.804530952444	0.796203796204	1.0	1.0	21.3636363636	61.5
Carnobacteriaceae Granulicatella elegans	-0.844349971828	0.803196803197	1.0	1.0	0.818181818182	6.63888888889
Peptoniphilaceae Peptoniphilus coxii	-0.123074620583	0.806193806194	1.0	1.0	2.21212121212	2.55555555556
Fusobacteriaceae Fusobacterium sp	0.646410661977	0.808191808192	1.0	1.0	6.60606060606	2.83333333333
Peptoniphilaceae Finegoldia sp	0.286400251816	0.808191808192	1.0	1.0	0.272727272727	0.194444444444
Peptostreptococcaceae Peptostreptococcus stomatis	-0.221295784694	0.828171828172	1.0	1.0	8.21212121212	9.30555555556
Veillonellaceae Megasphaera sp_KA00182	-0.248833114895	0.829170829171	1.0	1.0	29.7878787879	34.4166666667
Prevotellaceae Prevotella disiens	0.715841550587	0.834165834166	1.0	1.0	61.1212121212	27.8611111111
Sutterellaceae Sutterella sp	-0.583144682939	0.835164835165	1.0	1.0	0.121212121212	0.25
Comamonadaceae Pelomonas sp	-0.956832247738	0.836163836164	1.0	1.0	0.0	6.88888888889
Prevotellaceae Prevotella buccalis	-0.227951156369	0.84015984016	1.0	1.0	17.1818181818	19.0555555556
Veillonellaceae Veillonella montpellierensis	-0.536185350846	0.84015984016	1.0	1.0	3.27272727273	6.77777777778
Porphyromonadaceae gen sp	-0.168250334647	0.843156843157	1.0	1.0	19.9090909091	22.25
Actinomycetaceae Actinomyces funkei	0.895994133623	0.85014985015	1.0	1.0	0.606060606061	0.0833333333333
Coriobacteriaceae Slackia exigua	-0.325357602027	0.878121878122	1.0	1.0	0.121212121212	0.166666666667
Peptostreptococcaceae Peptoanaerobacter stomatis	-0.500822259344	0.88011988012	1.0	1.0	0.0606060606061	0.138888888889
Leptotrichiaceae Sneathia amnii	-0.151876722938	0.883116883117	1.0	1.0	342.575757576	362.361111111
Corynebacteriaceae Corynebacterium jeikeium	-0.0951413800691	0.892107892108	1.0	1.0	0.121212121212	0.138888888889
Peptoniphilaceae Anaerococcus sp	0.124398591446	0.897102897103	1.0	1.0	4.36363636364	4.02777777778
Porphyromonadaceae Porphyromonas gingivalis	-0.872136402328	0.912087912088	1.0	1.0	4.66666666667	52.75
Actinomycetaceae Actinomyces neuii	-0.956832247738	0.929070929071	1.0	1.0	0.0	0.0277777777778
Bradyrhizobiaceae Bradyrhizobium sp	-0.956832247738	0.939060939061	1.0	1.0	0.0	0.583333333333
Porphyromonadaceae Porphyromonadaceae sp_DNF00129	-0.0481345897731	0.941058941059	1.0	1.0	35.5454545455	37.1111111111
Streptococcaceae Streptococcus sp	-0.024911895832	0.942057942058	1.0	1.0	4.63636363636	4.77777777778
Coriobacteriaceae Atopobium deltae	-0.142220258814	0.942057942058	1.0	1.0	0.121212121212	0.138888888889
Peptoniphilaceae Anaerococcus hydrogenalis	-0.956832247738	0.942057942058	1.0	1.0	0.0	0.0555555555556
Peptoniphilaceae Peptoniphilus massiliensis	-0.176055953043	0.944055944056	1.0	1.0	1.54545454545	1.80555555556
Corynebacteriaceae Corynebacterium massiliense	-0.956832247738	0.944055944056	1.0	1.0	0.0	0.0277777777778
Synergistaceae Jonquetella anthropi	-0.907992221861	0.952047952048	1.0	1.0	0.333333333333	5.0
Clostridiales_Incertae_Sedis_XI gen sp	0.0714258519459	0.955044955045	1.0	1.0	0.0606060606061	0.0555555555556
Coriobacteriaceae Coriobacteriaceae sp_DNF00809	-0.0567939864655	0.966033966034	1.0	1.0	20.7878787879	21.1944444444
Pasteurellaceae Haemophilus sp	-0.943432657594	1.0	1.0	1.0	0.151515151515	10.8611111111
Prevotellaceae gen sp	-0.135510238696	1.0	1.0	1.0	0.333333333333	0.388888888889
Moraxellaceae Acinetobacter sp	-0.956832247738	1.0	1.0	1.0	0.0	0.416666666667
Pasteurellaceae Pasteurella bettyae	-0.577721888894	1.0	1.0	1.0	0.0606060606061	0.166666666667
Micrococcaceae Micrococcus sp	-0.956832247738	1.0	1.0	1.0	0.0	0.361111111111
Ruminococcaceae Saccharofermentans sp	-0.956832247738	1.0	1.0	1.0	0.0	0.138888888889
Bradyrhizobiaceae Afipia sp	-0.956832247738	1.0	1.0	1.0	0.0	0.638888888889
Burkholderiales_incertae_sedis Aquabacterium sp	-0.956832247738	1.0	1.0	1.0	0.0	0.472222222222
Desulfobacteraceae Desulfatiglans anilini	-0.956832247738	1.0	1.0	1.0	0.0	0.388888888889
Leptotrichiaceae Streptobacillus sp	-0.956832247738	1.0	1.0	1.0	0.0	0.388888888889
Veillonellaceae Dialister pneumosintes	-0.577721888894	1.0	1.0	1.0	0.0606060606061	0.166666666667
Chlamydiaceae Chlamydia trachomatis	-0.86685059843	1.0	1.0	1.0	0.030303030303	0.333333333333
Peptostreptococcaceae Terrisporobacter sp	-0.956832247738	1.0	1.0	1.0	0.0	0.333333333333
Mycoplasmataceae Candidatus_Mycoplasma girerdii	nan	nan	1.0	nan	0.0	0.0
Corynebacteriaceae Corynebacterium genitalium	nan	nan	1.0	nan	0.0	0.0
Enterococcaceae Enterococcus sp	nan	nan	1.0	nan	0.0	0.0
Enterobacteriaceae Enterobacter sp	nan	nan	1.0	nan	0.0	0.0
Intrasporangiaceae Janibacter sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Collinsella aerofaciens	nan	nan	1.0	nan	0.0	0.0
Dermabacteraceae Dermabacter hominis	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia faecis	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Ruminococcus faecis	nan	nan	1.0	nan	0.0	0.0
Verrucomicrobiaceae Akkermansia muciniphila	nan	nan	1.0	nan	0.0	0.0
Acidaminococcaceae Acidaminococcus fermentans	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Fusicatenibacter saccharivorans	nan	nan	1.0	nan	0.0	0.0
Enterobacteriaceae Proteus sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Coriobacteriaceae Paraeggerthella sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Roseburia intestinalis	nan	nan	1.0	nan	0.0	0.0
Microbacteriaceae Pseudoclavibacter sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Ruminococcus torques	nan	nan	1.0	nan	0.0	0.0
Porphyromonadaceae Porphyromonas somerae	nan	nan	1.0	nan	0.0	0.0
Enterobacteriaceae Serratia sp	nan	nan	1.0	nan	0.0	0.0
Xanthomonadaceae Luteimonas sp	nan	nan	1.0	nan	0.0	0.0
Veillonellaceae Veillonella parvula	nan	nan	1.0	nan	0.0	0.0
Carnobacteriaceae Granulicatella sp	nan	nan	1.0	nan	0.0	0.0
Aerococcaceae Globicatella sp	nan	nan	1.0	nan	0.0	0.0
Brevibacteriaceae gen sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Catonella sp	nan	nan	1.0	nan	0.0	0.0
Microbacteriaceae Pseudoclavibacter faecalis	nan	nan	1.0	nan	0.0	0.0
Moraxellaceae Moraxella osloensis	nan	nan	1.0	nan	0.0	0.0
Alcaligenaceae Oligella urethralis	nan	nan	1.0	nan	0.0	0.0
Xanthomonadaceae Thermomonas sp	nan	nan	1.0	nan	0.0	0.0
Bacillaceae_1 Bacillus sp	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Oribacterium sp	nan	nan	1.0	nan	0.0	0.0
Mycoplasmataceae Mycoplasma sp	nan	nan	1.0	nan	0.0	0.0
Micrococcaceae Micrococcus lylae	nan	nan	1.0	nan	0.0	0.0
Brevibacteriaceae Brevibacterium luteolum	nan	nan	1.0	nan	0.0	0.0
Clostridiaceae_1 Clostridium perfringens	nan	nan	1.0	nan	0.0	0.0
Clostridiaceae_1 Clostridium ventriculi	nan	nan	1.0	nan	0.0	0.0
Prevotellaceae Alloprevotella sp	nan	nan	1.0	nan	0.0	0.0
Spirochaetaceae Sphaerochaeta sp	nan	nan	1.0	nan	0.0	0.0
Flavobacteriaceae Chryseobacterium sp	nan	nan	1.0	nan	0.0	0.0
